0 0.132975
4 0.125524
5 0.097891
7 0.093799
8 0.079257
13 0.073694
15 0.073195
16 0.072459
20 0.063087
28 0.059047
36 0.057969
37 0.055606
40 0.054643
42 0.053300
48 0.052949
51 0.051091
57 0.049799
59 0.048583
73 0.048067
78 0.044897
96 0.044153
99 0.043138
122 0.042841
124 0.041912
125 0.041834
160 0.041743
166 0.041199
168 0.041167
170 0.040569
173 0.038790
175 0.034719
252 0.033261
293 0.033137
305 0.028525
337 0.027320
407 0.026184
447 0.025509
467 0.024837
472 0.020015
586 0.017453
662 0.015284
677 0.014375
682 0.011144
733 0.010520
823 0.009788
827 0.009116
838 0.008503
853 0.006095
893 0.005567
939 0.004983
979 0.004285
1103 0.004207
1231 0.004113
1305 0.003654
1534 0.002790
1717 0.002782
1727 0.002624
1814 0.000549
1865 0.000450
3488 0.000279
3735 0.000141
3867 0.000128
4338 0.000054
5849 0.000035
8784 0.000033
9576 0.000026
