0 0.138805
4 0.122908
5 0.121486
6 0.114047
10 0.111167
14 0.106276
15 0.102542
17 0.079929
25 0.077471
29 0.073994
32 0.073511
40 0.070021
42 0.067234
48 0.066711
55 0.060346
75 0.059768
77 0.053374
101 0.052647
106 0.051817
115 0.051203
131 0.048266
138 0.047649
147 0.044658
164 0.041954
195 0.040345
235 0.037227
258 0.034671
345 0.033576
413 0.033077
415 0.032531
477 0.032200
481 0.028564
512 0.027973
592 0.027308
611 0.026034
629 0.025344
675 0.024670
677 0.024572
690 0.024556
691 0.024445
692 0.024216
693 0.022838
700 0.022254
716 0.021777
738 0.020696
743 0.019812
749 0.019356
768 0.019316
777 0.018215
835 0.017890
857 0.017329
876 0.017243
879 0.016675
914 0.015737
948 0.015429
958 0.013788
1024 0.013535
1053 0.012210
1068 0.011855
1104 0.011714
1137 0.010412
1227 0.010289
1236 0.010224
1242 0.008409
1271 0.008273
1287 0.007918
1319 0.007624
1351 0.007500
1380 0.006902
1398 0.006656
1402 0.006353
1460 0.006138
1464 0.005383
1471 0.004640
1574 0.004536
1703 0.004053
1725 0.003833
1726 0.003522
1880 0.003110
1907 0.003068
1935 0.002921
1938 0.002798
1990 0.002528
1993 0.002493
2054 0.002383
2075 0.002261
2090 0.002222
2091 0.002214
2093 0.002043
2383 0.001978
2384 0.001870
2392 0.001750
2409 0.001544
2519 0.001331
2541 0.001305
2546 0.001301
2562 0.001163
2577 0.001070
2633 0.001063
2653 0.000946
2722 0.000940
2751 0.000833
2866 0.000823
2875 0.000796
2955 0.000739
2960 0.000612
3151 0.000607
3162 0.000494
3266 0.000479
3386 0.000446
3474 0.000389
3512 0.000321
3650 0.000293
3763 0.000286
3806 0.000265
4043 0.000262
4062 0.000251
4089 0.000250
4167 0.000229
4190 0.000228
4211 0.000201
4243 0.000181
4262 0.000174
4558 0.000148
5042 0.000142
5074 0.000136
5138 0.000122
5150 0.000121
5227 0.000120
5407 0.000119
5414 0.000116
5424 0.000114
5428 0.000109
5453 0.000101
5482 0.000094
6141 0.000082
6190 0.000074
6250 0.000065
6315 0.000056
6419 0.000053
6541 0.000047
6748 0.000044
6988 0.000041
7159 0.000040
7250 0.000033
8444 0.000027
9099 0.000026
9229 0.000026
9260 0.000026
9343 0.000026
9506 0.000023
9529 0.000020
9549 0.000018
11529 0.000014
11794 0.000013
11911 0.000012
12839 0.000011
13354 0.000010
13662 0.000009
15031 0.000009
15035 0.000009
15091 0.000007
16001 0.000007
17047 0.000007
18030 0.000006
19001 0.000005
19774 0.000005
19800 0.000005
20461 0.000005
21015 0.000004
21840 0.000004
21905 0.000004
22855 0.000004
22949 0.000004
23688 0.000004
24097 0.000003
25322 0.000003
26383 0.000003
27173 0.000003
27271 0.000002
28734 0.000002
30115 0.000002
31985 0.000002
32514 0.000002
32524 0.000002
32569 0.000002
33830 0.000002
34113 0.000002
34192 0.000002
34991 0.000002
36990 0.000002
37894 0.000002
40652 0.000001
42889 0.000001
43761 0.000001
44348 0.000001
44492 0.000001
47614 0.000001
48904 0.000001
