0 0.135540
1 0.121368
8 0.098578
10 0.098221
12 0.082144
14 0.079304
18 0.077784
22 0.065567
29 0.065553
33 0.063724
34 0.062523
40 0.059156
48 0.052927
64 0.052577
68 0.052414
74 0.051911
76 0.049524
89 0.046879
91 0.046722
98 0.043004
117 0.042599
118 0.040899
120 0.040737
126 0.040230
150 0.040007
160 0.038940
162 0.037963
174 0.035356
212 0.035304
215 0.035076
226 0.034006
228 0.033275
240 0.030248
253 0.029584
274 0.029097
278 0.027674
287 0.026499
288 0.026330
301 0.025860
308 0.025217
316 0.025057
325 0.023267
339 0.020987
360 0.020262
361 0.017566
375 0.016178
390 0.015827
403 0.014673
404 0.013663
421 0.012613
443 0.010870
460 0.010273
464 0.010248
468 0.009530
473 0.009335
476 0.008746
478 0.008148
493 0.007796
497 0.006858
516 0.006437
526 0.005875
528 0.005826
531 0.005433
541 0.005123
546 0.004889
555 0.004510
566 0.004499
568 0.004296
570 0.003890
582 0.003817
584 0.003517
587 0.003051
597 0.002853
607 0.002829
613 0.002648
625 0.002610
629 0.002423
638 0.002340
642 0.002249
644 0.002147
645 0.002024
661 0.001620
680 0.001550
691 0.001344
707 0.001204
715 0.001147
724 0.001128
731 0.001064
747 0.000986
753 0.000907
756 0.000886
772 0.000873
774 0.000768
802 0.000673
805 0.000638
812 0.000637
813 0.000613
826 0.000610
827 0.000602
830 0.000560
832 0.000553
845 0.000548
848 0.000528
868 0.000525
876 0.000503
878 0.000472
885 0.000450
896 0.000430
900 0.000420
909 0.000404
916 0.000402
922 0.000396
928 0.000394
933 0.000342
938 0.000293
1059 0.000292
1060 0.000239
1067 0.000219
1071 0.000188
1081 0.000171
1112 0.000137
1188 0.000125
1246 0.000122
1247 0.000122
1272 0.000109
1278 0.000096
1360 0.000094
1368 0.000090
1378 0.000086
1382 0.000069
1442 0.000067
1496 0.000067
1544 0.000060
1620 0.000058
1621 0.000056
1657 0.000050
1680 0.000046
1705 0.000042
1740 0.000037
1847 0.000035
1946 0.000032
1947 0.000032
1971 0.000030
2028 0.000028
2122 0.000026
2140 0.000023
2159 0.000021
2333 0.000019
2371 0.000019
2458 0.000018
2587 0.000017
2620 0.000015
2660 0.000015
2668 0.000013
2733 0.000013
2786 0.000011
3032 0.000011
3041 0.000011
3089 0.000010
3114 0.000009
3693 0.000008
3855 0.000007
4145 0.000007
4221 0.000006
4336 0.000005
4845 0.000005
5253 0.000004
5316 0.000004
5436 0.000004
5486 0.000004
5868 0.000003
5893 0.000003
6320 0.000003
6380 0.000003
6507 0.000003
7136 0.000002
8182 0.000002
9026 0.000002
9171 0.000002
9261 0.000002
9771 0.000001
10344 0.000001
10382 0.000001
11273 0.000001
11646 0.000001
11882 0.000001
12104 0.000001
12482 0.000001
12494 0.000001
12765 0.000001
12815 0.000001
13173 0.000001
14336 0.000001
14446 0.000001
14806 0.000001
14809 0.000001
15592 0.000001
17033 0.000001
17655 0.000001
18207 0.000001
18703 0.000001
19035 0.000001
19513 0.000001
20185 0.000000
20766 0.000000
21108 0.000000
23498 0.000000
23975 0.000000
24171 0.000000
25090 0.000000
26340 0.000000
26780 0.000000
27780 0.000000
28841 0.000000
30043 0.000000
31568 0.000000
31765 0.000000
31807 0.000000
31951 0.000000
34321 0.000000
34531 0.000000
36774 0.000000
37882 0.000000
38178 0.000000
39727 0.000000
40931 0.000000
41005 0.000000
42358 0.000000
44447 0.000000
44705 0.000000
44726 0.000000
47094 0.000000
47542 0.000000
47902 0.000000
49265 0.000000
49654 0.000000
