0 0.128616
3 0.125904
4 0.108250
5 0.098575
6 0.090794
9 0.076446
17 0.074796
19 0.071277
21 0.071046
23 0.068524
26 0.065000
34 0.062761
38 0.061142
39 0.058782
45 0.056516
49 0.054769
54 0.054023
63 0.046973
106 0.042314
118 0.040647
159 0.039508
170 0.038681
190 0.037604
206 0.036413
257 0.036023
284 0.034540
307 0.034217
311 0.031947
314 0.031766
394 0.029993
416 0.029494
417 0.029494
438 0.025448
468 0.023688
527 0.021731
539 0.020444
590 0.017291
602 0.017201
612 0.016599
619 0.015968
646 0.015380
650 0.014705
651 0.014291
660 0.012545
690 0.011132
698 0.010791
710 0.010025
716 0.009326
770 0.007885
771 0.007507
797 0.007328
811 0.005632
870 0.005248
871 0.004721
877 0.003672
920 0.003168
933 0.002855
977 0.002786
1015 0.002657
1167 0.002328
1200 0.001254
1291 0.001231
1308 0.000930
1419 0.000442
1768 0.000439
1776 0.000393
1798 0.000373
1837 0.000321
1842 0.000255
1915 0.000247
1929 0.000241
2138 0.000184
2242 0.000144
2282 0.000111
2587 0.000080
2933 0.000079
2986 0.000079
2999 0.000072
3555 0.000066
3691 0.000050
4062 0.000049
4222 0.000043
5135 0.000030
5423 0.000026
5842 0.000016
8483 0.000009
12601 0.000008
15422 0.000005
26474 0.000004
38286 0.000004
48242 0.000003
