0 0.143850
2 0.140632
3 0.135254
4 0.127416
5 0.115772
6 0.107339
7 0.104363
8 0.101056
10 0.093345
11 0.081876
12 0.077722
17 0.074762
22 0.071416
23 0.070959
27 0.067245
28 0.066529
31 0.063655
37 0.063334
39 0.062022
40 0.061894
43 0.058305
50 0.056542
54 0.055797
59 0.054738
66 0.049077
104 0.048696
106 0.047970
112 0.045480
127 0.044809
138 0.040586
146 0.040503
153 0.039448
177 0.036961
218 0.036708
244 0.036098
263 0.035435
265 0.034468
269 0.031502
302 0.031311
337 0.030658
346 0.029832
361 0.028080
403 0.028034
408 0.027458
420 0.025802
445 0.025780
446 0.025713
448 0.024200
449 0.023665
460 0.023375
463 0.022105
509 0.020677
522 0.019776
529 0.019492
530 0.017879
549 0.017415
551 0.016647
569 0.016308
594 0.015373
602 0.015216
613 0.014655
615 0.014595
618 0.013607
666 0.012635
677 0.011778
710 0.009565
730 0.008183
791 0.008132
808 0.006979
819 0.006947
823 0.006536
854 0.005887
875 0.005823
892 0.005474
934 0.004140
1198 0.004029
1199 0.003457
1250 0.003343
1263 0.003147
1264 0.003116
1283 0.002801
1287 0.002180
1303 0.001827
1336 0.001679
1411 0.001118
1437 0.001030
1483 0.000964
1487 0.000921
1506 0.000799
1521 0.000798
1561 0.000635
1569 0.000629
1580 0.000576
1634 0.000495
1644 0.000484
1653 0.000466
1656 0.000428
1660 0.000423
1696 0.000406
1713 0.000399
1739 0.000392
1824 0.000299
1872 0.000298
1876 0.000276
1939 0.000275
1970 0.000251
2005 0.000224
2010 0.000221
2021 0.000209
2022 0.000198
2025 0.000182
2369 0.000178
2380 0.000171
2725 0.000169
2742 0.000147
2802 0.000146
2805 0.000137
2830 0.000132
2905 0.000125
2915 0.000115
2925 0.000114
2927 0.000111
2937 0.000107
2948 0.000094
2996 0.000093
3009 0.000090
3017 0.000083
3066 0.000082
3102 0.000076
3141 0.000068
3191 0.000066
3200 0.000066
3212 0.000060
3324 0.000055
3432 0.000052
3533 0.000051
3547 0.000049
3568 0.000049
3575 0.000044
3608 0.000037
3773 0.000035
3920 0.000034
4002 0.000028
4009 0.000025
4418 0.000024
4438 0.000024
4482 0.000023
4502 0.000023
4557 0.000022
4581 0.000021
4685 0.000020
4714 0.000017
